YRK,NTR,DAR,DHM,NCL,SUN
YRK,DAR,NCL,BWK,DUN,EDB,HYM,INK,KDY,LEU,DEE,ARB,MTS,STN,ABD
YRK,NTR,DAR,DHM,NCL,MPT,ALM,BWK,DUN,EDB,HYM,MTH,GLC
YRK,DAR,NCL,BWK,DUN,EDB,HYM,FKG,STG,GLE,PTH,PIT,KIN,AVM,INV
KGX,SVG,PBO,GRA,NNG,LCN
KGX,SVG,PBO,GRA,NNG,RET,DON,SBY,BUH,HUL
KGX,SVG,PBO,GRA,NNG,RET,DON,YRK
KGX,SVG,PBO,GRA,NNG,RET,DON,WKF,LDS
LDS,HRS,HGT
LDS,SHY,BDQ
LDS,SHY,KEI,SKI
KGX,YRK
LDS,YRK
KGX,YRK,DAR,NCL,BWK,DUN,EDB,HYM,INK,KDY,LEU,DEE,ARB,MTS,STN,ABD
KGX,YRK,DAR,NCL,BWK,DUN,EDB,HYM,FKG,STG,GLE,PTH,PIT,KIN,AVM,INV
KGX,SVG,PBO,GRA,NNG,RET,DON,NTR,DAR,DHM,NCL,MPT,ALM,BWK,DUN,EDB,HYM,MTH,GLC
